objectid,parentid,title,date,description,subject,location,creator,latitude,longitude,source,digital_collection,identifier,language,rights,rightsstatement,format_original,type,format,filename,display_template,object_location,image_small,image_thumb
psychiana022,,Photograph of Frank B. Robinson and a man named Henry Banks,1939,"Photograph depicts Frank B. Robinson handing Mr. Henry Banks a can of 'rattlesnake meat' out front of the building of the publication, The News Review.",The News Review; Frank B. Robinson,,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_robinson_friends_008,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_robinson_friends_008.jpg,image,/objects/mg101_b6_robinson_friends_008.jpg,/objects/small/mg101_b6_robinson_friends_008_sm.jpg,/objects/thumbs/mg101_b6_robinson_friends_008_th.jpg
psychiana023,,Photograph of Frank B. Robinson beside his Duesenberg Convertible Coupe,1934,Photograph of Frank B. Robinson standing outside the passenger side of his Duesenberg Convertible Coupe with a park in the background.,Duesenberg Convertible Coupe,,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_photographs_06,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_photographs_06.jpg,image,/objects/mg101_b6_photographs_06.jpg,/objects/small/mg101_b6_photographs_06_sm.jpg,/objects/thumbs/mg101_b6_photographs_06_th.jpg
psychiana024,,Photograph of Frank B. Robinson beside his Duesenberg Convertible Coupe in front of crowd,1934,"Photograph of Frank B. Robinson standing by the hood of his Duesenberg Convertible Coupe in a public square or street with many people standing behind him. Along the running board, a sign reads 'Duesenberg Straight 8.'",Duesenberg Convertible Coupe; Public Square,,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_photographs_07,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_photographs_07.jpg,image,/objects/mg101_b6_photographs_07.jpg,/objects/small/mg101_b6_photographs_07_sm.jpg,/objects/thumbs/mg101_b6_photographs_07_th.jpg
psychiana025,,Photograph of Frank B. Robinson in his Duesenberg Convertible Coupe,1935,Photograph of view of Frank B. Robinson sitting in the driver's side of his Duesenberg convertible coupe at the curb in front of his house.,Duesenberg Convertible Coupe; Home,"Moscow, ID",,46.733027,-116.992443,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_photographs_02,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_photographs_02.jpg,image,/objects/mg101_b6_photographs_02.jpg,/objects/small/mg101_b6_photographs_02_sm.jpg,/objects/thumbs/mg101_b6_photographs_02_th.jpg
psychiana026,,Photograph of Frank B. Robinson loading a printing press with ink,1938,"Photograph depicts Frank. B. Robinson with his sleeves rolled up, loading a small printing press with ink from a black container.",Daily Idahoan; Psychiana Staff,,Zalmanoff,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_037b,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_037b.jpg,image,/objects/mg101_b6_psychiana_photographs_037b.jpg,/objects/small/mg101_b6_psychiana_photographs_037b_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_037b_th.jpg
psychiana027,,Photograph of Frank B. Robinson playing his organ,1935,Photograph of Frank B. Robinson playing from a book of sheet music on his pipe organ.,Pipe Organ,"Moscow, ID",,46.732534,-117.003116,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_photographs_01,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_photographs_01.jpg,image,/objects/mg101_b6_photographs_01.jpg,/objects/small/mg101_b6_photographs_01_sm.jpg,/objects/thumbs/mg101_b6_photographs_01_th.jpg
psychiana028,,Photograph of Frank B. Robinson watching Psychiana staff members work,1935-05-01,Photograph depicts young Frank B. Robinson standing in a doorway with his hands on his hips and watching smiling female Psychiana staff complete tasks.,Psychiana Headquarters; Psychiana Staff,,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_018a,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_018a.jpg,image,/objects/mg101_b6_psychiana_photographs_018a.jpg,/objects/small/mg101_b6_psychiana_photographs_018a_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_018a_th.jpg
psychiana029,,Photograph of Frank B. Robinson watching the work of an unidentified male staff member,1940,Photograph depicts Frank B. Robinson standing behind an unidentified male staff member who edits a lithograph plate at a drafting table.,Daily Idahoan; Psychiana Staff,"Moscow, ID",,46.732534,-117.003116,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_038,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_038.jpg,image,/objects/mg101_b6_psychiana_photographs_038.jpg,/objects/small/mg101_b6_psychiana_photographs_038_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_038_th.jpg
psychiana030,,Photograph of Psychiana business office,1935-05-01,Photograph depicts an unidentified man and woman sitting over a desk and writing records in ledgers or some sort of record books. The calendar over the desk marks the month of May in year 1938.,Psychiana Headquarters; Psychiana Staff,"Moscow, ID",,46.732534,-117.003116,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_015,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_015.jpg,image,/objects/mg101_b6_psychiana_photographs_015.jpg,/objects/small/mg101_b6_psychiana_photographs_015_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_015_th.jpg
psychiana031,,Photograph of revolving table used to sort and compile materials,1935-05-01,"Photograph depicts several female Psychiana staff sitting around a revolving 'rotary table,' operated by electric motor and used to assemble Frank B. Robinsons Lessons and follow-up literature before mailing.",Psychiana Headquarters; Psychiana Staff; Lessons,"Moscow, ID",,46.731365,-116.999089,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_021,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_021.jpg,image,/objects/mg101_b6_psychiana_photographs_021.jpg,/objects/small/mg101_b6_psychiana_photographs_021_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_021_th.jpg
psychiana032,,Photograph of some Psychiana staff members at Psychiana's international headquarters,1938,"Photograph of all women staff standing in front of Psychiana's International Headquarters, which operated with a staff of sixty-three women who conducted a direct mail campaign.",Psychiana Headquarters; Psychiana Staff,"Moscow, ID",,46.733843,-117.001138,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_010,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_010.jpg,image,/objects/mg101_b6_psychiana_photographs_010.jpg,/objects/small/mg101_b6_psychiana_photographs_010_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_010_th.jpg
psychiana033,,Photograph of the bookkeeping department,1935-05-01,"Photograph depicts the bookkeeping department in the Psychiana Branch Mailing Department and several female staff completing various tasks of typing, sorting mail, calculating and keeping records.",Psychiana Headquarters; Psychiana Staff,,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_019,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_019.jpg,image,/objects/mg101_b6_psychiana_photographs_019.jpg,/objects/small/mg101_b6_psychiana_photographs_019_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_019_th.jpg
psychiana034,,Photograph of The Professional Building built by Frank B. Robinson,1936,"Photograph of The Professional Building main entrance from street view. The Professional Building housed most lawyers and doctors in Moscow, Idaho, along with the Robinson's Exclusive Prescription Pharmacy, grossing $8,000 a year in rent.","Moscow, Idaho; Finances","Moscow, ID",,46.733843,-117.001138,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_003,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_003.jpg,image,/objects/mg101_b6_psychiana_photographs_003.jpg,/objects/small/mg101_b6_psychiana_photographs_003_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_003_th.jpg
